NMSG,CPU_MAX,CPU_AVG,ANOMALY
1210016.0,13.41,10.26,0.0
636166.0,9.2,6.44,0.0
449008.0,6.02,5.15,0.0
356138.0,8.5,6.17,0.0
231359.0,5.62,3.58,0.0
139220.0,3.21,2.63,0.0
67593.0,2.94,2.32,0.0
57423.0,2.59,1.91,0.0
42620.0,3.77,1.52,0.0
58275.0,2.23,1.53,0.0
97222.0,2.82,1.94,0.0
169745.0,3.29,2.38,0.0
372923.0,5.2,3.97,0.0
714716.0,8.15,6.56,0.0
1046070.0,11.24,9.21,0.0
1273434.0,12.66,10.92,0.0
1359843.0,13.59,11.49,0.0
1260274.0,100.0,12.5,1.0
1074068.0,12.63,10.02,0.0
897266.0,11.31,8.63,0.0
892906.0,10.06,8.37,0.0
1110689.0,11.52,9.75,0.0
1402357.0,14.56,11.91,0.0
1517299.0,15.51,12.89,1.0
1202185.0,13.55,10.73,0.0
657364.0,8.82,6.67,0.0
473902.0,6.72,5.29,0.0
371292.0,8.92,5.99,0.0
254430.0,5.35,3.47,0.0
178402.0,4.6,2.91,0.0
88658.0,3.39,2.43,0.0
76222.0,2.89,2.12,0.0
60116.0,3.05,1.79,0.0
80503.0,2.41,1.73,0.0
122372.0,2.57,1.97,0.0
187104.0,3.63,2.58,1.0
350582.0,4.63,3.65,0.0
705703.0,7.79,6.26,0.0
1110297.0,10.32,8.58,0.0
1263668.0,12.22,10.46,0.0
1446642.0,13.98,11.55,0.0
1338390.0,12.83,11.03,0.0
1078800.0,11.73,9.35,0.0
934601.0,10.61,8.33,0.0
975514.0,9.93,8.32,0.0
1178968.0,11.4,9.9,0.0
1442044.0,14.5,11.95,1.0
1561466.0,14.8,12.78,1.0
1225771.0,12.56,10.39,0.0
681881.0,8.34,6.34,0.0
493112.0,6.43,4.94,0.0
438380.0,8.34,6.13,0.0
344493.0,6.19,4.11,0.0
243382.0,4.19,3.37,0.0
142459.0,3.78,2.76,0.0
104461.0,3.0,2.22,0.0
67819.0,3.72,1.82,0.0
70711.0,2.24,1.63,0.0
95247.0,2.64,1.82,0.0
121247.0,3.51,2.05,0.0
238597.0,3.61,2.71,0.0
575299.0,6.89,5.1,0.0
1114018.0,10.88,9.02,0.0
1603395.0,14.64,12.71,0.0
1930236.0,17.56,15.44,1.0
1655523.0,17.61,13.91,0.0
1039440.0,11.38,9.09,0.0
902403.0,10.17,8.22,0.0
985209.0,10.5,8.68,0.0
1129127.0,11.71,10.07,0.0
1358878.0,13.51,11.77,1.0
1412114.0,14.25,12.08,0.0
1202384.0,13.01,10.19,0.0
683105.0,8.76,6.46,0.0
479588.0,5.88,4.96,0.0
436915.0,6.75,4.99,0.0
376247.0,5.65,4.23,0.0
262300.0,4.45,3.53,0.0
155947.0,3.8,2.99,0.0
115618.0,3.13,2.2,0.0
68170.0,4.07,1.8,0.0
64977.0,2.43,1.6,0.0
82360.0,2.56,1.83,0.0
94170.0,3.95,1.92,1.0
130857.0,2.79,2.05,0.0
277395.0,4.15,3.13,0.0
579556.0,6.59,5.34,0.0
907535.0,8.98,7.71,0.0
1125396.0,11.24,9.41,0.0
1071370.0,11.73,9.17,0.0
687318.0,7.92,6.6,0.0
661292.0,8.03,6.65,0.0
748356.0,8.69,6.92,0.0
757639.0,8.68,7.07,0.0
813079.0,9.02,7.6,0.0
858520.0,10.36,8.03,0.0
814087.0,9.79,7.63,0.0
577753.0,7.84,5.86,0.0
443646.0,8.13,6.41,0.0
330957.0,5.76,4.43,0.0
184280.0,4.84,4.05,0.0
123419.0,6.05,4.67,0.0
71033.0,5.92,3.52,0.0
62675.0,2.48,1.84,0.0
71332.0,3.08,1.68,0.0
55125.0,2.25,1.51,0.0
81179.0,100.0,3.52,0.0
150445.0,3.7,2.37,1.0
291633.0,4.06,3.19,0.0
567746.0,6.36,5.15,0.0
895236.0,8.61,7.49,0.0
1096854.0,11.05,9.0,1.0
1186743.0,12.14,10.1,0.0
1147908.0,12.08,9.66,0.0
943485.0,10.32,8.65,0.0
804447.0,9.86,7.52,0.0
871807.0,9.59,7.73,0.0
1119820.0,10.97,9.45,0.0
1384187.0,13.85,11.62,1.0
1469336.0,14.94,12.23,1.0
1124644.0,12.62,9.55,0.0
549098.0,7.73,5.55,0.0
372876.0,5.06,4.24,0.0
280466.0,7.09,4.93,0.0
172911.0,3.88,2.76,0.0
116927.0,3.18,2.46,0.0
67014.0,3.35,2.44,0.0
63649.0,2.93,2.07,1.0
48026.0,3.59,1.68,0.0
70118.0,2.26,1.58,0.0
84690.0,2.32,1.76,0.0
164311.0,3.07,2.27,1.0
342964.0,4.88,3.51,0.0
695231.0,7.57,6.08,0.0
1020592.0,10.36,8.58,0.0
1249891.0,11.95,10.47,0.0
1326189.0,13.8,11.29,0.0
1274695.0,13.09,10.69,0.0
1064664.0,11.71,9.34,0.0
893070.0,10.31,8.08,0.0
902713.0,9.09,8.01,0.0
1144116.0,11.66,9.82,0.0
1454869.0,13.76,12.34,1.0
1592071.0,16.61,13.42,0.0
1226173.0,13.52,10.64,1.0
632301.0,8.53,6.02,0.0
422049.0,6.12,4.71,0.0
327047.0,8.03,5.49,0.0
206989.0,5.28,3.1,1.0
134041.0,3.19,2.37,0.0
71113.0,2.93,2.24,0.0
72700.0,2.63,1.99,0.0
53022.0,3.19,1.63,0.0
62656.0,2.04,1.5,0.0
89562.0,2.28,1.59,0.0
168323.0,3.28,2.36,1.0
347941.0,4.7,3.36,0.0
706814.0,7.28,5.77,0.0
1047996.0,9.95,7.97,0.0
1268708.0,11.71,9.76,1.0
1363167.0,12.76,10.48,0.0
1309194.0,11.75,10.09,1.0
1080961.0,11.42,8.91,0.0
886865.0,10.55,7.82,1.0
879546.0,9.85,7.76,0.0
1146919.0,10.59,9.18,0.0
1404317.0,13.33,11.17,0.0
1558688.0,14.26,12.2,0.0
1185308.0,13.01,9.86,0.0
599400.0,7.97,6.01,0.0
431714.0,6.17,4.6,0.0
333186.0,8.62,5.9,0.0
221654.0,4.71,3.26,0.0
147237.0,3.37,2.64,0.0
85646.0,3.23,2.28,1.0
83209.0,2.95,2.04,0.0
72665.0,3.7,1.71,0.0
129163.0,2.45,1.91,0.0
88002.0,2.42,1.74,0.0
160813.0,3.09,2.11,0.0
330885.0,4.68,3.7,0.0
704680.0,7.88,6.25,0.0
1028690.0,10.16,8.54,0.0
1302023.0,12.61,10.07,0.0
1384820.0,13.45,11.13,0.0
1252058.0,12.53,10.57,0.0
1038160.0,11.96,9.19,1.0
871342.0,10.54,7.93,0.0
871187.0,10.33,7.89,0.0
1109020.0,11.1,9.33,0.0
1407558.0,13.65,11.31,0.0
1505188.0,14.27,12.05,1.0
1154832.0,12.91,9.68,1.0
600716.0,7.6,5.83,0.0
422197.0,6.43,4.57,0.0
333217.0,100.0,7.44,0.0
221751.0,5.28,3.31,0.0
128506.0,3.38,2.54,0.0
90860.0,3.74,2.41,0.0
64348.0,2.94,1.94,0.0
53280.0,3.65,1.67,0.0
80333.0,2.41,1.7,0.0
107899.0,3.11,1.97,0.0
195244.0,3.47,2.44,0.0
386142.0,5.03,4.04,0.0
717821.0,8.29,6.48,0.0
1079285.0,10.4,9.03,0.0
1374479.0,13.14,11.04,1.0
1426710.0,13.96,12.05,1.0
1355262.0,12.83,11.31,0.0
1112063.0,11.79,9.72,0.0
963277.0,10.86,8.64,0.0
1002779.0,10.59,8.81,0.0
1196610.0,12.29,10.41,0.0
1523906.0,14.73,12.39,0.0
1604495.0,14.95,12.87,1.0
1267105.0,13.13,10.55,0.0
677625.0,8.72,6.57,0.0
482305.0,6.63,5.07,0.0
410204.0,8.89,6.47,0.0
335668.0,6.62,4.83,0.0
273131.0,5.48,4.26,0.0
169460.0,4.31,3.15,0.0
114915.0,3.32,2.24,0.0
72084.0,3.71,1.93,0.0
88080.0,2.66,1.78,0.0
118841.0,2.69,1.97,0.0
183534.0,4.31,2.73,0.0
318994.0,4.82,3.76,0.0
733640.0,8.85,6.69,0.0
1400545.0,13.34,11.25,0.0
1904760.0,17.98,15.62,0.0
2329604.0,20.27,18.61,0.0
1998039.0,18.99,16.77,0.0
1314277.0,14.35,11.59,0.0
1111149.0,12.14,10.22,0.0
1180115.0,12.08,10.31,1.0
1375596.0,13.77,11.85,1.0
1672219.0,16.24,14.18,0.0
1702925.0,17.5,14.63,1.0
1398452.0,15.84,12.29,0.0
838262.0,10.41,8.0,1.0
623154.0,8.1,6.05,0.0
510792.0,7.69,5.85,0.0
423803.0,6.81,4.92,0.0
298425.0,15.98,6.31,1.0
180192.0,4.98,3.25,0.0
131082.0,4.07,2.61,0.0
82128.0,3.85,2.15,0.0
82040.0,2.29,1.73,0.0
98398.0,2.74,1.74,0.0
100889.0,4.18,2.16,1.0
154089.0,3.46,2.39,0.0
318403.0,5.07,3.63,0.0
697593.0,8.51,6.4,0.0
1019217.0,10.61,8.84,0.0
1253755.0,12.94,10.52,1.0
1165714.0,12.37,10.1,1.0
787372.0,9.81,7.36,0.0
754790.0,9.08,7.52,0.0
821852.0,9.21,7.77,0.0
851042.0,9.53,7.67,0.0
881323.0,10.71,8.28,0.0
955018.0,11.14,8.88,0.0
898158.0,10.25,8.29,0.0
620917.0,8.08,6.18,0.0
499341.0,9.46,7.29,0.0
352846.0,6.95,5.38,0.0
210587.0,5.73,4.57,0.0
136837.0,6.35,5.0,0.0
71747.0,4.73,2.77,0.0
58622.0,2.7,1.94,0.0
53503.0,3.14,1.74,0.0
73473.0,2.15,1.56,0.0
104273.0,2.75,1.82,0.0
190895.0,3.15,2.46,1.0
386390.0,5.16,4.07,0.0
751384.0,8.43,6.71,0.0
1120579.0,12.07,9.43,0.0
1406518.0,13.4,11.38,0.0
1431507.0,13.14,11.95,1.0
1327260.0,14.16,11.17,1.0
1079748.0,11.82,9.43,1.0
885748.0,10.47,8.29,0.0
934425.0,100.0,9.97,0.0
1130611.0,11.81,9.94,0.0
1471993.0,15.07,12.41,0.0
1611961.0,15.07,13.47,0.0
1259792.0,13.7,10.53,0.0
632436.0,8.21,6.17,0.0
449098.0,6.8,4.77,0.0
333029.0,8.93,5.57,0.0
229960.0,5.34,3.28,0.0
160476.0,3.62,2.69,0.0
116488.0,3.61,2.53,0.0
104760.0,3.01,2.08,0.0
88161.0,3.88,1.96,0.0
100987.0,3.03,2.03,0.0
150335.0,3.16,2.29,0.0
219201.0,4.07,2.69,0.0
397404.0,6.29,4.39,0.0
771341.0,10.09,7.15,0.0
1159503.0,10.58,9.32,1.0
1406521.0,13.37,11.13,1.0
1475065.0,13.86,11.99,0.0
1416068.0,13.25,11.64,1.0
1145663.0,12.03,9.99,0.0
953747.0,10.91,8.61,0.0
937019.0,10.4,8.46,0.0
1139520.0,11.6,9.92,0.0
1401480.0,14.1,11.98,0.0
1566884.0,14.93,12.94,1.0
1176325.0,13.53,10.33,0.0
618924.0,7.77,6.13,0.0
418438.0,6.17,4.5,0.0
308882.0,7.8,5.34,0.0
204341.0,5.16,3.18,0.0
116124.0,3.05,2.41,0.0
64689.0,2.96,2.19,0.0
58896.0,2.55,1.89,0.0
46993.0,3.58,1.6,0.0
80398.0,2.52,1.71,0.0
104772.0,2.56,1.88,0.0
178175.0,3.19,2.28,0.0
337301.0,4.68,3.78,0.0
713572.0,8.06,6.51,0.0
1055759.0,10.28,8.98,0.0
1293253.0,12.7,10.73,1.0
1410649.0,12.98,11.53,0.0
1304575.0,12.31,11.07,1.0
1098162.0,12.19,9.71,0.0
889240.0,10.65,8.26,0.0
892904.0,9.74,8.12,0.0
1135003.0,11.1,9.74,0.0
1397766.0,14.05,11.96,0.0
1570234.0,14.58,12.91,0.0
1206989.0,12.83,10.42,1.0
641472.0,7.88,6.32,0.0
431743.0,5.82,4.72,0.0
331275.0,8.79,5.81,0.0
215631.0,5.3,3.46,0.0
135261.0,3.32,2.73,0.0
70634.0,3.11,2.52,0.0
80786.0,2.83,1.98,0.0
90302.0,4.1,1.86,0.0
138120.0,3.15,2.1,0.0
100852.0,2.5,1.88,0.0
162792.0,3.0,2.16,0.0
332763.0,4.67,3.59,0.0
703469.0,7.79,6.3,0.0
1055055.0,9.92,8.8,0.0
1289264.0,12.22,10.58,0.0
1375631.0,13.06,11.23,0.0
1324301.0,13.11,10.93,0.0
1107849.0,11.63,9.62,0.0
916668.0,9.97,8.23,0.0
888842.0,9.77,7.9,0.0
1109815.0,11.13,9.5,0.0
1390975.0,13.4,11.7,0.0
1566883.0,14.22,12.73,0.0
1221067.0,13.48,10.1,0.0
631753.0,8.83,6.18,0.0
438610.0,6.38,4.85,0.0
359991.0,7.51,5.7,0.0
236307.0,4.87,3.11,0.0
147189.0,3.55,2.6,0.0
81019.0,3.18,2.49,0.0
74828.0,2.79,2.06,0.0
55839.0,2.77,1.77,0.0
108869.0,2.7,1.8,0.0
98073.0,2.68,1.91,0.0
175948.0,3.56,2.6,0.0
369776.0,5.31,3.89,0.0
738795.0,100.0,8.18,0.0
1101616.0,11.48,9.25,0.0
1356106.0,13.5,11.52,0.0
1441627.0,14.28,12.42,0.0
1375036.0,14.12,11.81,0.0
1143805.0,12.89,10.2,0.0
944483.0,11.53,8.97,0.0
998201.0,10.39,9.0,0.0
1201528.0,12.63,10.74,0.0
1503008.0,15.28,12.98,0.0
1669809.0,15.96,13.9,0.0
1272678.0,13.73,11.24,1.0
696379.0,8.76,6.89,0.0
508487.0,6.86,5.37,0.0
428528.0,9.48,6.47,0.0
352770.0,7.28,4.32,0.0
257233.0,4.8,3.73,0.0
157786.0,4.36,3.16,0.0
119670.0,3.46,2.44,0.0
72151.0,4.65,1.97,0.0
110187.0,2.65,1.99,0.0
88551.0,2.38,1.77,0.0
140069.0,4.1,2.21,1.0
269646.0,4.19,3.12,1.0
625669.0,7.93,5.85,0.0
1184994.0,11.97,10.02,0.0
1697935.0,16.09,13.99,1.0
2024756.0,18.43,16.76,0.0
1700189.0,17.46,14.96,1.0
1105745.0,12.02,10.09,0.0
967024.0,10.68,9.14,0.0
1031982.0,11.34,9.44,0.0
1203923.0,12.63,10.91,1.0
1472003.0,14.87,12.91,1.0
1507830.0,14.65,12.91,1.0
1222790.0,13.57,10.74,0.0
732597.0,9.4,7.17,0.0
539008.0,6.43,5.68,0.0
490430.0,7.05,5.76,0.0
415691.0,6.19,4.6,0.0
289265.0,5.02,4.11,0.0
181075.0,3.98,3.27,0.0
139950.0,3.06,2.45,0.0
83601.0,3.9,1.96,0.0
103607.0,2.78,1.92,0.0
79611.0,2.55,1.82,0.0
83266.0,4.19,2.12,0.0
117709.0,2.64,1.9,0.0
277185.0,4.57,3.3,0.0
617801.0,7.37,5.89,0.0
957373.0,9.85,8.6,0.0
1187512.0,12.35,10.22,0.0
1084250.0,12.43,9.8,0.0
710948.0,9.19,7.11,0.0
707623.0,8.1,7.18,0.0
759384.0,9.31,7.5,0.0
800915.0,9.14,7.67,0.0
842471.0,10.37,8.3,0.0
880191.0,9.83,8.54,0.0
797995.0,10.16,7.7,0.0
550851.0,7.68,5.86,0.0
439111.0,8.98,7.13,0.0
317978.0,6.38,4.81,0.0
182903.0,5.97,4.53,0.0
122988.0,5.05,4.05,0.0
65648.0,4.85,3.29,0.0
61462.0,2.59,1.97,0.0
55888.0,2.57,1.74,0.0
96733.0,2.77,1.76,0.0
92838.0,2.58,1.79,0.0
159718.0,3.08,2.27,0.0
307491.0,4.75,3.49,0.0
643706.0,9.26,6.58,0.0
967794.0,14.15,10.08,0.0
1191509.0,14.57,11.48,0.0
1300884.0,15.85,12.2,0.0
1231929.0,13.93,11.69,0.0
1036830.0,12.05,9.71,0.0
829903.0,11.07,8.79,0.0
880134.0,11.57,8.93,0.0
1120980.0,11.75,10.1,1.0
1404076.0,14.3,12.45,0.0
1511955.0,15.02,13.23,0.0
1098027.0,12.67,10.22,0.0
542206.0,7.53,5.64,0.0
371947.0,6.01,4.52,0.0
271188.0,6.92,5.01,0.0
177342.0,4.9,2.89,0.0
124068.0,3.29,2.41,0.0
68925.0,100.0,3.96,0.0
92428.0,2.88,2.19,0.0
73196.0,3.15,1.88,0.0
85129.0,2.26,1.67,0.0
79619.0,2.36,1.63,0.0
156688.0,3.08,2.36,1.0
340882.0,4.82,3.65,0.0
703906.0,8.06,6.49,0.0
1033604.0,10.79,8.97,0.0
1297409.0,12.76,10.98,0.0
1368930.0,13.39,11.84,0.0
1300206.0,13.57,11.28,0.0
1109697.0,12.54,9.98,0.0
902566.0,10.82,8.42,0.0
883434.0,9.59,8.31,1.0
1134688.0,11.54,9.89,0.0
1406249.0,14.03,12.31,1.0
1580357.0,15.03,13.28,1.0
1182873.0,12.76,10.26,1.0
608671.0,8.17,6.08,0.0
418195.0,6.12,4.78,0.0
327665.0,7.37,5.54,0.0
213978.0,5.38,3.29,0.0
133187.0,3.18,2.46,0.0
76332.0,3.09,2.39,0.0
75444.0,2.92,2.06,0.0
76096.0,3.37,1.79,0.0
154940.0,2.95,2.13,0.0
107475.0,2.63,1.98,0.0
163307.0,2.94,2.26,0.0
370027.0,5.26,3.85,0.0
744697.0,8.37,6.73,0.0
1074437.0,11.04,9.16,0.0
1237474.0,12.39,10.75,0.0
1351631.0,13.48,11.5,0.0
1298404.0,14.0,11.15,1.0
1087454.0,12.56,9.86,0.0
894648.0,10.1,8.38,0.0
912570.0,10.21,8.18,0.0
1123233.0,11.52,9.85,0.0
1439532.0,14.01,12.1,0.0
1614301.0,15.41,13.18,0.0
1185822.0,13.48,10.04,0.0
617800.0,8.29,6.25,0.0
444204.0,5.77,4.95,0.0
353958.0,7.46,5.86,0.0
243156.0,4.83,3.47,0.0
151266.0,3.7,2.84,0.0
86543.0,3.3,2.52,0.0
82220.0,2.84,2.27,0.0
50084.0,4.07,1.72,0.0
79766.0,2.61,1.93,0.0
92068.0,3.0,1.94,0.0
167658.0,3.08,2.41,0.0
338294.0,4.9,3.66,0.0
691502.0,8.57,6.8,0.0
982230.0,11.21,9.22,0.0
1246389.0,12.91,11.19,0.0
1317854.0,14.33,11.83,1.0
1272292.0,13.88,11.61,0.0
1109046.0,13.04,10.3,0.0
900475.0,10.74,8.85,0.0
906474.0,10.22,8.55,1.0
1145328.0,12.35,10.28,0.0
1411184.0,14.75,12.75,1.0
1512482.0,15.46,13.64,1.0
1153877.0,13.09,10.52,0.0
605953.0,8.61,6.32,0.0
420333.0,6.68,4.93,0.0
335541.0,7.4,5.77,0.0
229680.0,5.93,3.8,0.0
142333.0,4.54,3.26,0.0
78711.0,3.79,2.96,0.0
61665.0,2.79,1.96,0.0
43530.0,3.07,1.7,0.0
79839.0,2.21,1.73,0.0
89256.0,2.97,1.7,1.0
164923.0,3.35,2.37,1.0
356692.0,5.5,3.99,0.0
745922.0,8.86,6.98,1.0
1087672.0,11.89,9.68,0.0
1351806.0,13.95,12.02,0.0
1451350.0,14.84,13.24,0.0
1442798.0,14.95,12.76,0.0
1190578.0,13.59,10.93,1.0
1014754.0,11.97,9.55,0.0
999644.0,11.01,9.68,1.0
1278778.0,13.77,11.43,0.0
1597981.0,15.69,13.96,0.0
1680896.0,16.92,14.9,1.0
1293225.0,100.0,13.28,1.0
693894.0,9.5,7.09,0.0
505027.0,6.99,5.53,0.0
431587.0,8.91,6.66,0.0
354626.0,6.76,4.98,0.0
252620.0,5.3,4.22,0.0
156091.0,4.78,3.6,0.0
124138.0,3.53,2.45,0.0
101108.0,3.32,2.24,0.0
100314.0,2.75,1.85,0.0
92968.0,2.76,1.86,0.0
128840.0,4.34,2.68,1.0
245434.0,4.96,3.58,0.0
668527.0,8.83,6.77,0.0
1245236.0,12.76,10.87,0.0
1706496.0,17.62,15.41,0.0
1994786.0,19.69,17.95,0.0
1819892.0,18.9,16.03,0.0
1138696.0,13.09,10.66,0.0
986099.0,11.54,9.74,0.0
1077370.0,11.37,10.22,0.0
1265165.0,13.45,11.88,0.0
1530412.0,15.47,13.9,1.0
1564662.0,16.83,14.33,0.0
1277016.0,13.99,11.86,0.0
750712.0,10.44,7.51,0.0
548411.0,7.44,5.97,0.0
498992.0,7.66,5.97,0.0
421050.0,6.43,5.11,0.0
299302.0,5.37,4.13,0.0
187656.0,4.53,3.36,0.0
139940.0,3.62,2.6,0.0
85801.0,3.0,2.11,0.0
93188.0,2.36,1.81,0.0
78292.0,2.79,1.78,0.0
85034.0,4.1,1.96,0.0
120885.0,2.7,2.07,0.0
296285.0,4.39,3.49,0.0
650531.0,7.83,6.27,0.0
978340.0,10.77,9.15,0.0
1199699.0,12.28,10.9,0.0
1109839.0,12.95,10.3,0.0
743079.0,9.6,7.59,0.0
739540.0,8.98,7.72,0.0
787947.0,9.31,8.15,0.0
804405.0,9.96,8.1,0.0
874005.0,10.85,8.82,0.0
914970.0,11.05,9.19,0.0
825369.0,10.35,8.37,0.0
592900.0,8.36,6.2,0.0
454961.0,9.38,7.49,0.0
324933.0,8.15,6.49,0.0
189110.0,6.18,5.23,0.0
122224.0,4.49,3.03,0.0
68224.0,3.07,2.36,0.0
63705.0,2.71,1.98,0.0
66087.0,3.11,1.9,0.0
76838.0,2.42,1.61,0.0
91679.0,2.84,1.84,0.0
156228.0,2.92,2.31,0.0
307425.0,4.81,3.65,0.0
664876.0,8.24,6.51,0.0
978030.0,10.75,9.1,1.0
1224161.0,13.41,11.02,1.0
1299822.0,14.02,11.93,0.0
1242651.0,13.74,11.67,1.0
1036147.0,12.47,9.96,0.0
827851.0,10.69,8.34,0.0
860316.0,10.4,8.49,0.0
1052047.0,11.49,10.15,1.0
1353010.0,14.76,12.66,0.0
1491001.0,16.48,13.7,1.0
1084038.0,13.55,10.42,0.0
561923.0,7.76,5.97,0.0
377173.0,5.9,4.48,0.0
270660.0,8.44,5.2,1.0
172575.0,4.89,2.95,0.0
113517.0,3.34,2.52,0.0
57403.0,3.06,2.18,0.0
70218.0,2.78,1.98,0.0
51586.0,3.45,1.79,0.0
80748.0,2.41,1.71,0.0
96408.0,3.13,1.76,0.0
153459.0,2.82,2.22,0.0
327780.0,4.98,3.64,0.0
686558.0,7.89,6.31,0.0
988054.0,10.51,8.66,1.0
1233551.0,12.54,10.67,0.0
1367723.0,13.81,11.64,0.0
1240903.0,100.0,12.56,0.0
1045345.0,12.51,9.65,0.0
868978.0,10.61,8.2,0.0
884053.0,10.12,8.14,0.0
1110015.0,11.34,9.82,1.0
1368324.0,14.08,12.06,0.0
1554444.0,15.57,13.2,0.0
1131866.0,13.51,10.19,0.0
577744.0,7.81,5.96,0.0
406042.0,6.27,4.62,0.0
305164.0,8.07,5.36,0.0
198953.0,5.27,3.29,0.0
125491.0,3.43,2.51,0.0
68714.0,3.16,2.33,0.0
80089.0,3.08,1.93,0.0
75740.0,4.14,1.89,0.0
133871.0,3.01,2.04,0.0
92382.0,2.58,1.81,0.0
162849.0,3.13,2.2,1.0
328470.0,5.07,3.71,0.0
681528.0,8.29,6.39,0.0
994059.0,10.21,8.86,1.0
1243125.0,12.92,10.7,0.0
1344013.0,14.17,11.6,0.0
1280740.0,13.93,11.24,1.0
1063299.0,11.99,9.95,0.0
817793.0,11.39,8.35,1.0
877402.0,10.09,8.09,0.0
1036450.0,11.55,9.63,0.0
1360567.0,13.93,11.97,1.0
1470085.0,15.75,12.91,1.0
1144221.0,13.24,10.13,0.0
596722.0,7.95,6.07,0.0
414473.0,5.76,4.7,0.0
328252.0,8.63,5.74,0.0
208957.0,5.03,3.36,0.0
131925.0,3.38,2.7,0.0
66578.0,3.08,2.46,0.0
61599.0,2.74,1.79,0.0
42770.0,3.38,1.6,0.0
76200.0,2.58,1.68,0.0
97390.0,2.46,1.84,0.0
168845.0,3.07,2.2,0.0
346724.0,4.78,3.48,0.0
723226.0,7.54,6.11,0.0
1024634.0,9.68,8.24,0.0
1261209.0,11.33,9.93,0.0
1354203.0,13.2,10.63,0.0
1314142.0,12.98,10.6,0.0
1123991.0,11.1,9.4,0.0
903974.0,9.96,7.9,0.0
898105.0,9.59,7.71,0.0
1138049.0,10.63,9.11,1.0
1419311.0,12.93,11.28,1.0
1556255.0,13.67,12.07,1.0
1157649.0,12.31,9.31,0.0
611204.0,7.74,5.76,0.0
428476.0,5.99,4.55,0.0
344052.0,6.63,5.31,0.0
236019.0,4.79,3.52,0.0
144790.0,3.94,3.14,0.0
83377.0,3.72,2.99,0.0
73770.0,2.53,1.99,0.0
56122.0,3.35,1.72,0.0
85256.0,2.4,1.65,0.0
95820.0,2.45,1.78,0.0
172939.0,2.88,2.26,0.0
365082.0,4.65,3.56,0.0
733455.0,7.95,6.35,0.0
1086031.0,10.66,8.96,0.0
1363313.0,13.04,11.24,0.0
1514613.0,14.54,12.17,0.0
1381613.0,13.96,11.82,0.0
1146197.0,12.39,10.05,0.0
984390.0,10.45,8.71,0.0
987708.0,10.49,8.65,1.0
1260059.0,12.07,10.57,0.0
1518496.0,14.67,12.74,0.0
1627706.0,15.02,13.21,0.0
1213974.0,13.56,10.28,0.0
664075.0,8.69,6.4,0.0
477000.0,5.73,5.0,0.0
430984.0,7.67,5.8,0.0
368416.0,6.22,4.78,0.0
265906.0,4.99,4.21,0.0
169887.0,4.8,3.78,0.0
128198.0,3.2,2.46,0.0
89303.0,4.01,1.92,0.0
130664.0,3.13,2.1,0.0
105187.0,100.0,3.55,0.0
142212.0,4.49,2.91,1.0
280799.0,4.97,3.53,0.0
650934.0,8.18,6.32,0.0
1221602.0,11.98,10.16,0.0
1745178.0,15.92,14.0,0.0
2123402.0,19.25,16.86,0.0
1841096.0,18.09,15.12,0.0
1168549.0,12.35,9.95,0.0
1009691.0,10.39,9.03,0.0
1068999.0,11.44,9.48,0.0
1311225.0,12.83,11.09,0.0
1520863.0,14.79,12.94,0.0
1572755.0,15.77,13.32,1.0
1247301.0,14.05,10.87,0.0
755572.0,9.65,7.01,0.0
527861.0,6.26,5.41,0.0
489455.0,6.68,5.18,0.0
429543.0,6.21,4.52,0.0
305428.0,4.79,3.86,0.0
191684.0,4.03,3.29,0.0
144869.0,3.61,2.42,0.0
87717.0,3.48,2.02,0.0
96089.0,2.71,1.86,0.0
82483.0,2.48,1.72,0.0
76056.0,3.77,1.88,1.0
117054.0,2.87,1.88,0.0
272738.0,4.43,3.06,0.0
605735.0,6.95,5.5,0.0
944292.0,10.16,8.12,0.0
1144656.0,12.27,9.91,0.0
1084453.0,12.45,9.69,0.0
732004.0,8.56,6.96,0.0
707465.0,8.85,6.97,0.0
780483.0,9.8,7.56,0.0
820477.0,9.62,7.66,0.0
870370.0,10.02,8.26,0.0
909464.0,11.65,8.57,0.0
818522.0,10.24,7.74,0.0
588668.0,7.7,5.83,0.0
419550.0,8.6,7.36,0.0
317408.0,8.73,6.36,0.0
189386.0,6.97,4.54,0.0
118611.0,3.38,2.38,0.0
64478.0,2.81,2.29,0.0
60971.0,2.82,1.85,0.0
57659.0,4.28,1.65,0.0
88964.0,2.63,1.76,0.0
93548.0,2.23,1.78,0.0
150833.0,2.99,2.16,0.0
313242.0,4.34,3.24,0.0
639601.0,7.26,5.87,0.0
924209.0,9.61,8.21,0.0
1146660.0,11.56,9.68,1.0
1267058.0,13.02,10.48,0.0
1184341.0,12.84,10.22,0.0
995323.0,11.02,8.97,0.0
809901.0,9.85,7.42,0.0
831368.0,9.83,7.68,0.0
1033213.0,11.13,9.28,0.0
1402024.0,13.63,11.53,0.0
1470998.0,14.23,12.16,0.0
1071870.0,12.67,9.3,0.0
534605.0,7.37,5.36,0.0
372203.0,5.16,4.21,0.0
276555.0,7.15,4.6,0.0
170425.0,3.8,2.59,0.0
113495.0,3.01,2.37,0.0
65552.0,3.03,2.28,0.0
64211.0,2.48,1.87,0.0
52030.0,4.25,1.6,0.0
83446.0,2.34,1.72,0.0
102692.0,2.2,1.81,0.0
161834.0,2.74,2.16,0.0
332525.0,4.7,3.41,0.0
658517.0,7.54,6.05,0.0
