NMSG,CPU_MAX,CPU_AVG,ANOMALY
85792.0,1.8,1.16,0.0
212028.0,3.09,2.07,0.0
495376.0,5.54,4.13,0.0
799995.0,7.46,6.3,0.0
988229.0,8.83,7.61,0.0
869273.0,8.6,7.06,0.0
561316.0,5.74,4.91,0.0
583033.0,6.08,5.14,0.0
663593.0,6.31,5.63,0.0
664233.0,6.75,5.72,0.0
736702.0,7.11,6.12,0.0
737317.0,6.79,6.15,0.0
610273.0,6.33,5.3,0.0
415238.0,4.56,3.81,0.0
306423.0,3.85,3.21,0.0
219204.0,6.42,5.21,0.0
129710.0,5.14,3.88,0.0
93056.0,3.18,2.17,0.0
62224.0,2.94,2.37,0.0
69040.0,3.28,1.68,0.0
51267.0,1.44,0.88,0.0
51137.0,1.52,0.88,0.0
65235.0,1.31,1.01,0.0
114426.0,1.9,1.36,1.0
250857.0,3.14,2.24,0.0
549717.0,5.97,4.36,0.0
854085.0,8.98,6.92,0.0
1089478.0,10.58,8.38,0.0
1162859.0,10.44,8.75,0.0
1064994.0,10.39,8.36,0.0
869109.0,9.11,7.02,0.0
724271.0,7.0,6.04,0.0
785667.0,7.91,6.45,0.0
1007438.0,10.78,7.91,0.0
1235192.0,11.88,9.64,0.0
1322092.0,11.91,10.09,0.0
916585.0,9.74,7.38,0.0
445338.0,5.46,4.05,0.0
327622.0,4.04,3.25,0.0
286377.0,6.37,4.03,0.0
186631.0,3.49,2.36,0.0
106849.0,2.01,1.54,0.0
65258.0,2.02,1.68,0.0
64458.0,3.25,1.47,0.0
51234.0,1.38,0.91,0.0
39684.0,1.45,0.79,1.0
68037.0,1.42,1.0,0.0
117625.0,2.09,1.38,1.0
255742.0,3.23,2.34,0.0
557847.0,5.76,4.64,0.0
755585.0,7.54,6.1,0.0
955946.0,8.98,7.32,0.0
1045385.0,9.55,8.12,0.0
982141.0,9.23,7.66,0.0
782981.0,7.81,6.51,0.0
668139.0,6.93,5.83,0.0
737163.0,6.71,5.81,0.0
888261.0,9.34,7.11,0.0
1118116.0,10.83,9.07,0.0
1193009.0,11.1,9.46,0.0
854014.0,9.09,7.0,0.0
418675.0,5.13,3.98,0.0
285203.0,4.47,3.09,0.0
219908.0,5.75,3.3,0.0
143207.0,2.66,1.83,0.0
97989.0,2.27,1.51,0.0
66265.0,2.51,1.71,0.0
66664.0,2.58,1.45,0.0
53301.0,1.6,1.0,0.0
51068.0,1.45,0.96,0.0
73042.0,1.62,1.16,0.0
119500.0,1.93,1.49,1.0
253223.0,3.45,2.42,0.0
531096.0,6.05,4.56,0.0
792463.0,7.98,6.49,0.0
972789.0,9.98,8.15,0.0
1110565.0,10.27,8.88,0.0
1035373.0,9.77,8.41,0.0
846562.0,8.69,7.18,0.0
684343.0,7.19,6.2,0.0
746875.0,7.48,6.39,0.0
942166.0,9.99,7.71,0.0
1185494.0,11.2,9.42,0.0
1212300.0,11.42,9.85,0.0
908103.0,9.31,7.44,0.0
449760.0,5.44,4.33,0.0
296274.0,4.08,3.32,0.0
230182.0,100.0,5.59,0.0
160620.0,2.87,2.01,0.0
109048.0,2.32,1.53,0.0
49802.0,2.26,1.7,0.0
102389.0,2.93,1.67,0.0
122049.0,1.77,1.39,0.0
49969.0,1.39,0.89,0.0
49674.0,1.3,0.98,0.0
125540.0,1.9,1.36,0.0
248990.0,3.42,2.28,0.0
538931.0,5.74,4.27,0.0
794948.0,6.88,5.9,0.0
1007904.0,8.69,7.14,0.0
1111389.0,9.06,7.82,0.0
1031995.0,8.87,7.43,0.0
821790.0,8.05,6.42,0.0
714596.0,6.6,5.53,0.0
748696.0,6.64,5.64,0.0
926426.0,8.92,6.79,0.0
1146277.0,10.0,8.3,0.0
1226165.0,10.26,8.86,0.0
861617.0,8.56,6.58,0.0
447857.0,4.75,3.8,0.0
308077.0,3.54,2.9,0.0
241557.0,5.71,3.36,0.0
163808.0,2.64,1.87,0.0
112386.0,2.21,1.52,0.0
70260.0,2.31,1.7,0.0
78022.0,3.43,1.52,0.0
51073.0,1.42,0.9,0.0
58169.0,1.45,0.94,0.0
71295.0,1.42,1.03,0.0
117944.0,1.86,1.29,1.0
259688.0,3.47,2.33,0.0
555668.0,5.95,4.46,0.0
854905.0,8.55,6.7,0.0
1060166.0,9.75,8.08,0.0
1165502.0,10.33,8.93,0.0
1083007.0,10.02,8.49,0.0
869630.0,8.81,7.12,0.0
759211.0,7.3,6.34,0.0
829138.0,7.96,6.61,0.0
1046172.0,10.4,8.06,0.0
1266907.0,11.36,9.65,0.0
1337714.0,11.45,9.96,0.0
997104.0,9.62,7.81,0.0
561610.0,5.62,4.63,0.0
396665.0,4.87,3.69,0.0
302659.0,6.2,3.9,0.0
253170.0,3.81,2.93,0.0
181915.0,2.76,2.11,0.0
124194.0,2.69,2.09,0.0
103914.0,3.7,1.7,0.0
64318.0,1.64,0.99,0.0
63735.0,1.59,0.99,0.0
68130.0,1.43,1.01,0.0
88514.0,2.34,1.2,1.0
184451.0,2.76,1.78,0.0
490482.0,5.68,3.91,0.0
920411.0,9.28,7.01,0.0
1374525.0,12.48,10.19,0.0
1654967.0,14.02,12.19,0.0
1404280.0,13.42,10.81,0.0
874051.0,8.75,7.08,0.0
806143.0,7.5,6.6,0.0
911058.0,8.67,7.25,0.0
1141112.0,10.81,8.67,0.0
1300974.0,11.5,9.97,0.0
1278517.0,11.26,9.93,0.0
967906.0,9.8,7.79,0.0
535171.0,6.12,4.73,0.0
383127.0,4.33,3.7,0.0
355165.0,4.65,3.73,0.0
311135.0,3.86,3.19,0.0
220606.0,3.37,2.55,0.0
142592.0,3.07,2.31,0.0
115429.0,3.76,1.79,0.0
76073.0,1.84,1.09,0.0
63466.0,1.61,1.01,0.0
60899.0,1.26,0.96,0.0
58365.0,2.2,1.1,0.0
92109.0,1.63,1.16,0.0
229901.0,3.15,2.14,0.0
498286.0,5.32,4.09,0.0
769488.0,7.33,6.1,0.0
929920.0,8.44,7.23,0.0
856979.0,8.42,6.83,0.0
554213.0,100.0,6.44,0.0
571302.0,6.16,5.27,0.0
631768.0,6.26,5.53,0.0
661056.0,6.7,5.57,0.0
709380.0,7.04,5.92,0.0
701512.0,7.34,6.12,0.0
603401.0,6.23,5.24,0.0
408554.0,4.52,3.86,0.0
319203.0,3.9,3.28,0.0
231158.0,6.6,5.24,0.0
134929.0,4.99,3.88,0.0
90821.0,2.7,1.47,0.0
61472.0,2.06,1.62,0.0
77113.0,2.89,1.47,0.0
51613.0,1.44,0.88,1.0
47954.0,1.44,0.84,0.0
64297.0,1.35,0.99,0.0
121385.0,1.86,1.35,0.0
246748.0,3.19,2.23,0.0
510257.0,5.72,4.24,0.0
752992.0,7.98,6.26,0.0
947718.0,8.79,7.37,0.0
1043302.0,9.26,7.91,0.0
936870.0,8.76,7.39,0.0
766460.0,7.52,6.29,0.0
658575.0,6.27,5.43,0.0
699490.0,6.93,5.76,0.0
876650.0,9.27,6.96,0.0
1111128.0,10.45,8.62,0.0
1157561.0,10.73,8.99,0.0
785141.0,8.64,6.51,0.0
403871.0,4.53,3.68,0.0
276246.0,3.59,2.95,0.0
208559.0,5.62,3.1,0.0
133162.0,2.48,1.76,0.0
116606.0,3.17,1.69,0.0
76758.0,2.63,1.82,0.0
81332.0,3.4,1.56,0.0
61937.0,1.76,1.06,0.0
64840.0,1.83,1.05,0.0
77861.0,1.76,1.17,0.0
133252.0,2.29,1.49,1.0
287644.0,3.97,2.54,0.0
591192.0,7.07,4.76,0.0
833455.0,8.18,6.58,0.0
1027863.0,9.82,7.95,0.0
1109403.0,10.14,8.59,0.0
975246.0,9.89,8.01,0.0
843795.0,8.92,6.9,0.0
699916.0,7.38,5.96,0.0
702857.0,7.49,6.06,0.0
915944.0,9.98,7.44,0.0
1136215.0,11.28,9.07,0.0
1224023.0,11.18,9.49,0.0
837114.0,9.3,7.14,0.0
429753.0,5.4,3.97,0.0
279069.0,4.06,3.07,0.0
213913.0,5.58,3.45,0.0
138956.0,2.97,1.89,0.0
93311.0,2.81,2.05,0.0
61895.0,2.77,2.36,0.0
61221.0,2.72,1.65,0.0
40100.0,3.08,1.05,0.0
49396.0,1.02,0.82,0.0
73242.0,1.36,1.0,0.0
123347.0,1.73,1.3,0.0
263435.0,2.97,2.23,0.0
559355.0,5.18,4.02,1.0
821272.0,7.31,5.86,0.0
1014538.0,8.62,7.25,0.0
1071445.0,10.05,7.88,0.0
1015607.0,9.62,7.43,0.0
846811.0,7.84,6.35,0.0
694690.0,7.07,5.49,0.0
718143.0,6.81,5.5,0.0
912256.0,8.02,6.77,0.0
1170592.0,10.25,8.28,0.0
1227144.0,10.71,8.87,1.0
894276.0,9.31,6.65,0.0
451232.0,5.05,3.62,0.0
310782.0,3.93,2.84,0.0
243095.0,6.64,5.33,0.0
154189.0,6.27,4.42,0.0
106066.0,2.5,1.49,0.0
63248.0,2.01,1.52,1.0
69841.0,2.16,1.47,0.0
48365.0,3.2,1.08,0.0
63848.0,1.16,0.89,0.0
75032.0,1.68,1.06,0.0
124627.0,1.64,1.26,1.0
264814.0,3.08,2.15,0.0
557911.0,5.16,4.06,0.0
798807.0,6.96,5.72,0.0
1013458.0,8.46,7.09,0.0
1090887.0,9.52,7.8,0.0
1041634.0,9.24,7.35,0.0
853409.0,7.85,6.25,0.0
751541.0,7.14,5.46,0.0
742430.0,6.94,5.48,0.0
909081.0,8.05,6.61,0.0
1163629.0,10.04,8.21,0.0
1319340.0,10.81,8.87,1.0
895346.0,9.01,6.49,0.0
463286.0,4.92,3.58,0.0
310020.0,4.03,2.69,0.0
242560.0,5.76,3.89,0.0
164770.0,3.24,2.04,0.0
103741.0,1.86,1.34,0.0
74458.0,1.97,1.55,0.0
71520.0,1.86,1.37,0.0
62574.0,3.16,1.06,0.0
65533.0,1.23,0.93,0.0
72730.0,1.69,1.02,0.0
129034.0,1.7,1.25,1.0
280274.0,100.0,3.93,0.0
584196.0,5.3,3.99,0.0
893405.0,7.43,5.95,0.0
1100322.0,8.86,7.47,0.0
1184900.0,10.21,8.25,0.0
1105255.0,10.36,7.81,0.0
883811.0,8.18,6.5,0.0
793377.0,7.41,5.99,0.0
882968.0,8.14,6.3,0.0
1094628.0,8.91,7.7,0.0
1328312.0,11.15,9.2,0.0
1377527.0,11.7,9.43,0.0
1033783.0,9.61,7.09,0.0
511634.0,5.59,3.91,0.0
349120.0,4.35,2.94,0.0
301033.0,5.76,3.51,0.0
244108.0,3.07,2.3,0.0
180229.0,2.35,1.86,0.0
119735.0,2.59,1.87,0.0
100597.0,2.16,1.56,0.0
143761.0,4.5,1.7,0.0
104048.0,1.98,1.23,0.0
68190.0,1.78,1.04,0.0
97426.0,2.44,1.17,1.0
194406.0,2.44,1.73,0.0
511512.0,5.04,3.75,0.0
1005182.0,8.57,6.95,0.0
1424820.0,11.82,10.07,0.0
1671241.0,14.06,12.0,0.0
1411462.0,13.77,10.42,0.0
881931.0,8.57,6.6,0.0
794922.0,7.92,6.35,0.0
880551.0,8.48,6.71,0.0
1072821.0,9.43,8.01,0.0
1293589.0,11.43,9.41,0.0
1259180.0,12.0,9.56,0.0
977070.0,9.63,7.19,0.0
538708.0,5.77,4.17,0.0
371940.0,4.48,3.21,0.0
334765.0,4.15,3.26,0.0
297809.0,3.65,2.72,0.0
214904.0,2.77,2.22,0.0
149208.0,2.7,2.2,0.0
126440.0,2.44,1.88,0.0
70162.0,4.06,1.17,0.0
81011.0,1.23,0.96,0.0
56509.0,1.74,0.92,0.0
69207.0,2.22,1.14,0.0
104773.0,1.54,1.17,0.0
236720.0,2.81,2.03,0.0
514638.0,4.99,3.94,0.0
794144.0,6.94,5.92,0.0
956125.0,8.38,7.11,0.0
870440.0,8.23,6.58,0.0
553813.0,5.8,4.52,0.0
589962.0,5.64,4.75,0.0
650176.0,6.62,5.09,0.0
651380.0,6.17,5.11,0.0
704500.0,6.84,5.46,0.0
726438.0,6.77,5.6,0.0
613514.0,6.26,4.89,0.0
434860.0,4.55,3.53,0.0
318796.0,7.21,5.67,0.0
229235.0,6.14,4.62,0.0
141431.0,3.07,1.62,0.0
91234.0,1.76,1.28,0.0
77246.0,2.09,1.58,0.0
82379.0,2.02,1.46,0.0
69831.0,4.0,1.13,0.0
96376.0,1.6,1.14,0.0
92623.0,1.36,1.12,0.0
144049.0,1.86,1.43,1.0
290122.0,3.31,2.35,0.0
584628.0,5.33,4.24,0.0
878871.0,8.16,6.37,0.0
1068454.0,9.31,7.57,0.0
1165255.0,10.4,8.37,0.0
1121740.0,10.04,7.8,0.0
847331.0,7.81,6.33,0.0
741433.0,6.91,5.64,0.0
769716.0,7.61,5.81,0.0
991512.0,8.17,7.04,0.0
1213840.0,10.6,8.69,0.0
1332292.0,11.25,9.08,0.0
969143.0,9.22,6.57,0.0
444413.0,5.15,3.61,0.0
304215.0,4.03,2.69,0.0
230204.0,100.0,4.88,0.0
146897.0,2.63,1.76,0.0
121551.0,2.08,1.6,0.0
77085.0,2.39,1.62,0.0
83482.0,1.89,1.42,0.0
66025.0,3.31,1.19,0.0
77278.0,1.46,1.0,0.0
115370.0,1.95,1.4,0.0
199256.0,2.45,1.84,0.0
375313.0,3.75,2.88,0.0
704443.0,6.45,5.13,0.0
1060430.0,9.18,7.26,0.0
1304584.0,11.03,9.11,0.0
1454689.0,11.95,10.42,0.0
1288424.0,12.53,9.33,0.0
1038337.0,9.99,7.76,0.0
875901.0,7.81,6.7,0.0
916826.0,8.71,6.76,0.0
1080811.0,9.38,8.04,0.0
1369140.0,11.64,9.73,0.0
1438363.0,12.27,10.23,0.0
1026927.0,11.37,7.73,0.0
527319.0,6.11,4.5,0.0
387312.0,4.82,3.53,0.0
298336.0,6.57,4.15,0.0
214866.0,3.62,2.53,0.0
148842.0,2.35,1.89,0.0
103910.0,3.03,2.0,0.0
65735.0,1.9,1.3,0.0
53461.0,2.59,1.0,0.0
75249.0,1.44,1.02,0.0
96852.0,1.47,1.15,0.0
174026.0,2.79,1.74,1.0
308554.0,3.35,2.6,0.0
611044.0,5.91,4.5,0.0
901729.0,8.24,6.45,0.0
1194763.0,10.07,8.29,0.0
1275865.0,11.14,9.19,0.0
1184496.0,10.82,8.65,0.0
941736.0,9.3,7.18,0.0
829455.0,7.97,6.26,0.0
891398.0,7.75,6.38,0.0
1110735.0,9.3,7.8,0.0
1307563.0,11.57,9.44,0.0
1351450.0,12.21,9.84,0.0
951635.0,10.21,7.13,0.0
482095.0,5.32,3.96,0.0
322233.0,4.5,3.07,0.0
250834.0,6.78,4.05,0.0
169278.0,3.4,1.95,0.0
105423.0,1.98,1.44,0.0
72108.0,2.07,1.68,0.0
68357.0,2.03,1.32,0.0
53632.0,2.64,0.99,0.0
66001.0,1.38,0.95,0.0
91029.0,1.63,1.19,0.0
136617.0,2.06,1.41,1.0
285376.0,3.29,2.3,0.0
622170.0,5.56,4.36,0.0
902198.0,7.91,6.21,0.0
1136340.0,9.16,7.72,0.0
1190931.0,10.05,8.38,0.0
1129033.0,10.11,7.9,0.0
918167.0,8.5,6.64,0.0
769020.0,7.33,5.69,0.0
812894.0,7.56,5.83,0.0
1043916.0,8.68,7.59,0.0
1280219.0,11.13,9.18,0.0
1344694.0,11.99,9.59,0.0
1025676.0,9.96,7.3,0.0
557330.0,5.84,4.23,0.0
356296.0,4.24,2.99,0.0
264503.0,5.58,3.38,0.0
170009.0,2.68,1.85,0.0
116653.0,2.07,1.51,0.0
78896.0,2.26,1.73,0.0
69870.0,2.12,1.41,1.0
60239.0,2.92,1.06,0.0
63436.0,1.36,0.99,0.0
80422.0,1.34,1.07,0.0
129603.0,1.86,1.37,0.0
282570.0,3.34,2.42,1.0
609838.0,5.66,4.45,1.0
894042.0,8.48,6.63,0.0
1148511.0,9.4,8.34,0.0
1260597.0,11.22,9.18,0.0
1163363.0,11.02,8.66,0.0
924004.0,100.0,8.75,0.0
813934.0,8.47,6.36,0.0
868719.0,8.51,6.64,0.0
1112162.0,10.18,8.29,0.0
1318843.0,11.29,9.77,0.0
1373103.0,12.32,10.03,1.0
1016195.0,10.27,7.57,0.0
534004.0,6.16,4.26,0.0
366663.0,4.69,3.31,0.0
313550.0,6.74,4.05,0.0
256662.0,4.52,2.91,0.0
190157.0,3.01,2.29,0.0
121411.0,3.15,2.17,0.0
128153.0,2.93,1.88,0.0
135621.0,3.54,1.78,0.0
56102.0,2.09,1.44,0.0
200716.0,9.65,7.62,0.0
1003704.0,10.78,8.96,0.0
1288717.0,12.64,10.51,1.0
1314189.0,12.88,10.55,0.0
1045405.0,11.69,8.15,1.0
572865.0,6.7,4.75,0.0
389223.0,5.01,3.62,0.0
361161.0,5.18,3.56,0.0
312599.0,4.49,3.1,0.0
242611.0,3.49,2.44,0.0
173218.0,3.26,2.4,0.0
138350.0,2.43,1.86,0.0
82225.0,3.61,1.31,0.0
78399.0,1.43,1.13,0.0
64316.0,1.74,1.08,0.0
62665.0,2.46,1.48,1.0
102249.0,1.77,1.29,0.0
237157.0,3.09,2.26,0.0
543116.0,5.44,4.31,0.0
811643.0,7.54,6.46,0.0
1004084.0,9.35,7.76,0.0
894602.0,9.41,7.21,0.0
590944.0,6.48,4.98,0.0
600716.0,6.23,5.17,0.0
661027.0,7.09,5.6,0.0
657472.0,6.87,5.61,0.0
727986.0,8.34,6.07,0.0
720839.0,7.55,6.13,0.0
660503.0,7.07,5.35,0.0
430576.0,5.04,3.87,0.0
318528.0,7.57,6.04,0.0
230799.0,6.36,4.91,0.0
145802.0,2.61,1.93,0.0
92128.0,2.47,1.47,0.0
65342.0,2.13,1.72,0.0
69626.0,2.26,1.44,0.0
55725.0,3.1,1.07,0.0
69222.0,1.32,1.04,0.0
73525.0,1.37,1.09,0.0
116339.0,1.79,1.33,1.0
257370.0,3.19,2.3,0.0
563203.0,5.94,4.48,0.0
819383.0,8.65,6.54,1.0
1011846.0,9.64,7.8,0.0
1118054.0,11.12,8.88,0.0
1074409.0,10.77,8.36,0.0
847284.0,8.99,6.69,0.0
681856.0,7.43,5.66,0.0
740260.0,7.72,6.09,0.0
961883.0,9.01,7.43,0.0
1201657.0,11.23,9.27,0.0
1294440.0,12.05,9.74,0.0
913616.0,9.63,7.04,0.0
420271.0,5.04,3.68,0.0
288419.0,4.14,2.85,0.0
209144.0,6.15,3.24,0.0
122754.0,2.95,1.7,0.0
87024.0,2.42,1.52,0.0
61496.0,2.22,1.68,0.0
67825.0,2.12,1.42,0.0
51668.0,3.4,1.06,0.0
66344.0,100.0,2.69,0.0
74861.0,1.66,1.07,0.0
124251.0,1.91,1.36,0.0
277900.0,3.08,2.38,0.0
599113.0,5.72,4.56,0.0
903999.0,8.13,6.74,0.0
1137408.0,10.26,8.4,0.0
1202033.0,11.3,9.11,0.0
1096716.0,10.68,8.49,0.0
903582.0,9.32,7.09,0.0
768097.0,7.87,6.04,0.0
777904.0,7.78,6.18,0.0
972054.0,8.97,7.5,0.0
1299043.0,11.21,9.36,0.0
1348746.0,12.3,10.04,0.0
953376.0,10.13,7.47,0.0
465400.0,5.42,4.02,0.0
324660.0,4.25,3.05,0.0
258235.0,6.45,3.61,0.0
188510.0,3.3,2.28,0.0
112327.0,2.52,1.55,0.0
73072.0,2.37,1.74,0.0
68393.0,1.92,1.37,0.0
55567.0,3.04,1.03,0.0
61535.0,1.32,1.01,0.0
74409.0,1.66,1.15,0.0
117900.0,2.06,1.3,1.0
270465.0,3.53,2.43,0.0
574119.0,5.82,4.61,0.0
835098.0,7.97,6.5,0.0
1078031.0,9.65,8.01,0.0
1129576.0,10.78,8.79,0.0
1063780.0,10.55,8.32,0.0
866470.0,9.39,7.14,0.0
730548.0,8.15,6.14,0.0
764910.0,7.67,6.17,0.0
952018.0,9.08,7.5,0.0
1192973.0,11.16,9.29,0.0
1326891.0,12.14,9.93,0.0
974488.0,10.42,7.6,0.0
491907.0,5.83,4.25,0.0
330017.0,4.63,3.21,0.0
252011.0,6.55,3.81,0.0
166895.0,2.94,1.96,0.0
106865.0,2.19,1.52,0.0
72348.0,2.23,1.73,0.0
69314.0,2.74,1.4,0.0
53344.0,2.73,1.01,0.0
75670.0,1.62,1.09,0.0
82371.0,1.43,1.11,0.0
124688.0,1.78,1.33,0.0
299878.0,3.46,2.42,0.0
619538.0,5.91,4.63,0.0
894081.0,8.82,6.73,0.0
1130217.0,10.16,8.23,0.0
1189290.0,10.9,8.92,0.0
1118905.0,10.99,8.5,0.0
935155.0,9.63,7.31,0.0
789833.0,8.39,6.26,1.0
791001.0,7.89,6.31,0.0
997833.0,9.4,7.61,0.0
1253455.0,11.54,9.43,0.0
1391708.0,12.42,10.11,0.0
1010711.0,10.67,7.74,0.0
517937.0,5.64,4.2,0.0
338151.0,4.57,3.27,0.0
264265.0,5.8,3.64,0.0
175279.0,3.41,2.14,0.0
115583.0,2.37,1.66,0.0
76026.0,2.61,1.89,0.0
70772.0,1.99,1.43,0.0
58624.0,3.4,1.06,0.0
73250.0,1.34,1.06,0.0
87756.0,1.83,1.21,0.0
140786.0,1.98,1.45,0.0
305419.0,3.48,2.6,0.0
646075.0,6.34,4.87,0.0
953262.0,8.7,7.16,0.0
1220235.0,10.91,9.0,0.0
1393284.0,12.2,10.26,0.0
1315053.0,11.94,9.71,0.0
1025376.0,10.79,8.28,0.0
916769.0,9.71,7.36,0.0
933730.0,9.14,7.35,0.0
1175247.0,10.55,8.95,0.0
1436273.0,12.39,10.89,0.0
1503728.0,13.02,11.38,0.0
1153062.0,11.56,8.78,0.0
604598.0,100.0,6.57,0.0
398139.0,5.31,3.71,0.0
329277.0,6.75,4.07,0.0
270861.0,3.79,2.62,0.0
202123.0,3.2,2.18,0.0
130910.0,3.32,2.2,0.0
66688.0,3.66,2.02,0.0
129591.0,3.87,2.19,0.0
120471.0,2.32,1.37,0.0
85746.0,2.0,1.15,0.0
107033.0,2.74,1.46,1.0
239077.0,2.86,1.97,0.0
615067.0,5.38,4.02,0.0
1147717.0,8.96,7.21,0.0
1632620.0,12.07,10.35,1.0
1906412.0,13.47,12.05,1.0
1644796.0,12.56,10.59,0.0
1029434.0,8.98,6.82,0.0
925057.0,8.6,6.46,0.0
1036370.0,8.92,6.89,0.0
1231896.0,9.7,8.09,0.0
1441337.0,10.75,9.36,0.0
1433488.0,11.42,9.41,0.0
1107425.0,9.87,7.26,0.0
607068.0,6.1,4.18,0.0
417108.0,4.64,3.26,0.0
374095.0,4.7,3.27,0.0
327701.0,4.07,2.74,0.0
238830.0,3.43,2.24,0.0
157621.0,3.38,2.25,0.0
116368.0,3.18,1.71,1.0
83789.0,3.26,1.26,0.0
86671.0,1.98,1.14,0.0
72011.0,1.94,1.08,0.0
61623.0,2.46,1.19,1.0
108118.0,2.03,1.28,0.0
261199.0,2.88,2.19,0.0
569634.0,4.87,3.83,0.0
863116.0,7.2,5.68,0.0
1043879.0,8.68,6.84,0.0
944024.0,8.68,6.32,0.0
609928.0,5.59,4.34,0.0
623601.0,5.57,4.58,0.0
678532.0,6.08,4.83,0.0
700943.0,6.26,4.93,0.0
762643.0,7.5,5.33,0.0
773908.0,6.74,5.38,0.0
677382.0,6.21,4.74,0.0
454216.0,4.27,3.4,0.0
342758.0,5.03,4.01,0.0
249821.0,4.4,3.87,0.0
146546.0,5.14,3.83,0.0
97827.0,2.95,1.62,0.0
70455.0,2.55,1.74,0.0
68290.0,3.42,1.67,0.0
77861.0,2.32,1.1,0.0
76097.0,1.15,0.94,0.0
64162.0,1.12,0.83,0.0
115479.0,1.45,1.13,0.0
271203.0,2.89,2.03,0.0
589734.0,5.27,3.94,0.0
872634.0,7.82,5.76,0.0
1035800.0,8.8,6.83,0.0
1117828.0,9.47,7.38,0.0
1009097.0,9.17,6.93,0.0
820576.0,8.2,5.79,0.0
704528.0,6.74,4.95,0.0
745108.0,6.7,5.21,0.0
931701.0,8.09,6.34,0.0
1154476.0,9.99,7.89,0.0
1273831.0,10.65,8.35,0.0
894117.0,8.97,6.06,0.0
422491.0,4.65,3.31,0.0
282917.0,3.99,2.58,0.0
201456.0,5.69,3.04,0.0
127192.0,3.21,1.78,0.0
90433.0,2.01,1.3,0.0
62848.0,2.02,1.57,0.0
59934.0,1.96,1.24,0.0
71669.0,2.65,1.09,0.0
78516.0,1.4,0.99,1.0
59703.0,1.14,0.85,0.0
114504.0,1.53,1.17,1.0
282065.0,3.21,2.21,0.0
585364.0,5.42,4.16,0.0
911872.0,8.01,6.33,0.0
1175392.0,100.0,9.57,0.0
1158946.0,10.46,8.16,0.0
1071894.0,9.85,7.6,0.0
856082.0,8.58,6.27,0.0
729974.0,7.28,5.3,0.0
756390.0,7.09,5.46,0.0
944647.0,8.44,6.7,0.0
1197472.0,10.54,8.35,0.0
1283863.0,11.12,8.78,0.0
950263.0,9.24,6.54,0.0
446830.0,5.06,3.54,0.0
307483.0,3.96,2.72,0.0
231809.0,5.88,2.98,0.0
146892.0,2.92,1.71,0.0
95622.0,2.53,1.4,0.0
63885.0,2.11,1.6,0.0
61750.0,1.89,1.24,0.0
62328.0,2.46,1.0,0.0
84060.0,1.25,1.0,0.0
67498.0,1.22,0.88,0.0
122881.0,1.62,1.17,1.0
275389.0,2.98,2.19,0.0
578963.0,5.17,4.02,0.0
845900.0,7.35,5.77,0.0
1043086.0,8.9,7.04,0.0
1137130.0,9.68,7.68,0.0
1053498.0,9.73,7.29,0.0
878857.0,8.68,6.3,0.0
728394.0,7.47,5.38,0.0
779980.0,7.05,5.44,0.0
956572.0,8.29,6.63,0.0
1212076.0,10.17,8.3,0.0
1296643.0,11.02,8.78,0.0
935809.0,9.23,6.56,0.0
467584.0,5.29,3.63,0.0
315409.0,4.16,2.78,0.0
244509.0,6.21,3.59,0.0
163563.0,3.62,2.07,0.0
111161.0,2.2,1.46,0.0
68572.0,2.22,1.65,0.0
59491.0,2.13,1.29,0.0
56693.0,2.12,1.0,0.0
78536.0,1.56,1.07,0.0
72133.0,1.25,0.94,0.0
118927.0,1.71,1.27,0.0
277121.0,3.48,2.37,0.0
585208.0,5.91,4.63,0.0
848430.0,8.59,6.79,0.0
1071003.0,10.13,8.26,0.0
1192512.0,10.92,9.11,0.0
1079428.0,10.95,8.64,0.0
907534.0,9.58,7.35,0.0
749262.0,8.38,6.23,0.0
771957.0,7.79,6.3,0.0
967538.0,9.32,7.78,0.0
1248214.0,11.57,9.69,0.0
1294813.0,12.46,10.2,0.0
952224.0,10.53,7.61,0.0
472485.0,5.76,4.15,0.0
326767.0,4.64,3.12,0.0
262111.0,6.13,3.26,0.0
176074.0,2.99,1.81,0.0
119227.0,2.24,1.48,0.0
85996.0,2.23,1.71,0.0
71313.0,1.84,1.35,0.0
64942.0,2.72,1.05,0.0
66891.0,1.17,0.9,0.0
65923.0,1.38,0.89,0.0
116304.0,1.71,1.16,1.0
288488.0,3.08,2.19,0.0
602166.0,5.33,4.06,0.0
901664.0,7.95,6.03,0.0
1138746.0,9.49,7.62,0.0
1235723.0,10.31,8.37,0.0
1144313.0,10.17,7.85,0.0
962391.0,9.09,6.65,0.0
799543.0,7.72,5.76,0.0
815804.0,7.92,6.03,0.0
1109865.0,9.0,7.54,0.0
1380074.0,10.9,9.33,0.0
1386786.0,12.49,9.57,0.0
1045834.0,9.86,7.21,0.0
531030.0,5.57,3.98,0.0
381088.0,4.23,3.06,0.0
322997.0,5.56,3.53,0.0
266351.0,3.39,2.46,0.0
197262.0,2.81,1.98,0.0
129897.0,2.82,1.99,0.0
87209.0,100.0,3.53,0.0
79190.0,4.42,2.25,0.0
104353.0,2.2,1.77,0.0
64173.0,1.74,0.88,0.0
91918.0,2.97,1.16,1.0
215584.0,2.35,1.75,0.0
564958.0,4.9,3.69,0.0
1073044.0,8.26,6.72,1.0
1555511.0,10.98,9.83,0.0
1837796.0,12.11,11.62,0.0
