ds,y
2023-12-12,20689525.0
2023-12-13,21057995.0
2023-12-14,21557778.0
2023-12-15,23861189.0
2023-12-16,26032929.0
2023-12-17,18276218.0
2023-12-18,21824716.0
2023-12-19,23032637.0
2023-12-20,24047284.0
2023-12-21,24902756.0
2023-12-22,27204204.0
2023-12-23,29095622.0
2023-12-24,20000631.0
2023-12-25,6201552.0
2023-12-26,9776393.0
2023-12-27,19420770.0
2023-12-28,19612986.0
2023-12-29,20822801.0
2023-12-30,22067761.0
2023-12-31,15005678.0
